time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.HDOP,.UTM_easting,.UTM_northing,.UTC,.Zone,.Letter
2023/02/05/16:26:08.261621,0,77168,0,GPS1_FRAME,42.33668899536133,-71.09002685546875,1.2000000476837158,0.0,4689275.0,327820.65625,0.0,19,T
2023/02/05/16:26:09.261454,0,77169,0,GPS1_FRAME,42.33668518066406,-71.09002685546875,1.2999999523162842,0.0,4689275.0,327820.5,0.0,19,T
2023/02/05/16:26:10.262275,0,77170,0,GPS1_FRAME,42.33668518066406,-71.09002685546875,1.2999999523162842,0.0,4689275.0,327820.5,0.0,19,T
2023/02/05/16:26:11.261430,0,77171,0,GPS1_FRAME,42.33668518066406,-71.09002685546875,1.2999999523162842,0.0,4689275.0,327820.5,0.0,19,T
2023/02/05/16:26:12.261436,0,77172,0,GPS1_FRAME,42.33668518066406,-71.09002685546875,1.2999999523162842,0.0,4689275.0,327820.5,0.0,19,T
2023/02/05/16:26:13.261744,0,77173,0,GPS1_FRAME,42.33668518066406,-71.09002685546875,1.2999999523162842,0.0,4689275.0,327820.5,0.0,19,T
2023/02/05/16:26:14.260082,0,77174,0,GPS1_FRAME,42.33668518066406,-71.09002685546875,1.2999999523162842,0.0,4689275.0,327820.5,0.0,19,T
2023/02/05/16:26:15.260079,0,77175,0,GPS1_FRAME,42.33668518066406,-71.09002685546875,1.2999999523162842,0.0,4689275.0,327820.5,0.0,19,T
2023/02/05/16:26:16.260592,0,77176,0,GPS1_FRAME,42.33668518066406,-71.09002685546875,1.2999999523162842,0.0,4689275.0,327820.5,0.0,19,T
2023/02/05/16:26:17.259636,0,77177,0,GPS1_FRAME,42.33668518066406,-71.09002685546875,1.2999999523162842,0.0,4689275.0,327820.5,0.0,19,T
2023/02/05/16:26:18.259841,0,77178,0,GPS1_FRAME,42.33668518066406,-71.09002685546875,1.2999999523162842,0.0,4689275.0,327820.5,0.0,19,T
2023/02/05/16:26:19.275971,0,77179,0,GPS1_FRAME,42.33668518066406,-71.09002685546875,1.2999999523162842,0.0,4689275.0,327820.5,0.0,19,T
2023/02/05/16:26:20.259717,0,77180,0,GPS1_FRAME,42.33668518066406,-71.09002685546875,1.2999999523162842,0.0,4689275.0,327820.5,0.0,19,T
2023/02/05/16:26:21.259145,0,77181,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689275.0,327820.375,0.0,19,T
2023/02/05/16:26:22.276663,0,77182,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689275.0,327820.375,0.0,19,T
2023/02/05/16:26:23.259352,0,77183,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689275.0,327820.375,0.0,19,T
2023/02/05/16:26:24.259026,0,77184,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327820.21875,0.0,19,T
2023/02/05/16:26:25.261054,0,77185,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327820.21875,0.0,19,T
2023/02/05/16:26:26.259041,0,77186,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327820.21875,0.0,19,T
2023/02/05/16:26:27.259397,0,77187,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327820.09375,0.0,19,T
2023/02/05/16:26:28.260539,0,77188,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327820.09375,0.0,19,T
2023/02/05/16:26:29.261044,0,77189,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:30.259336,0,77190,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:31.260544,0,77191,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:32.259603,0,77192,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:33.259582,0,77193,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:34.259119,0,77194,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:35.259525,0,77195,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:36.259726,0,77196,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:37.279344,0,77197,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:38.260909,0,77198,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:39.261772,0,77199,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:40.261850,0,77200,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:41.261835,0,77201,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:42.261341,0,77202,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:43.263732,0,77203,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:44.262235,0,77204,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:45.262521,0,77205,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
