time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.HDOP,.UTM_easting,.UTM_northing,.UTC,.Zone,.Letter
2023/02/05/16:35:18.262589,0,77718,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.2000000476837158,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:19.284283,0,77719,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:20.266359,0,77720,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:21.265984,0,77721,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:22.265676,0,77722,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:23.266860,0,77723,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:24.265674,0,77724,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:25.266541,0,77725,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:26.265313,0,77726,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:27.264999,0,77727,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:28.264713,0,77728,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:29.265398,0,77729,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:30.264992,0,77730,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:31.267342,0,77731,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:32.265601,0,77732,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:33.264930,0,77733,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:34.266055,0,77734,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:35.266524,0,77735,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.75,0.0,19,T
2023/02/05/16:35:36.281662,0,77736,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.59375,0.0,19,T
2023/02/05/16:35:37.267326,0,77737,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.59375,0.0,19,T
2023/02/05/16:35:38.265705,0,77738,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.59375,0.0,19,T
2023/02/05/16:35:39.265639,0,77739,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.59375,0.0,19,T
2023/02/05/16:35:40.280150,0,77740,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.59375,0.0,19,T
2023/02/05/16:35:41.268814,0,77741,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.59375,0.0,19,T
2023/02/05/16:35:42.265537,0,77742,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.59375,0.0,19,T
2023/02/05/16:35:43.263922,0,77743,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.59375,0.0,19,T
2023/02/05/16:35:44.265080,0,77744,0,GPS1_FRAME,42.337005615234375,-71.0903549194336,1.100000023841858,0.0,4689311.0,327794.59375,0.0,19,T
