Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675635320.2795794,0,80120,0,GPS1_FRAME,42.336299896240234,-71.09040832519531,1.2999999523162842,0.0,4689232.5,327788.28125,0.0,19,T
1675635321.2810032,0,80121,0,GPS1_FRAME,42.336299896240234,-71.09040832519531,1.2999999523162842,0.0,4689232.5,327788.15625,0.0,19,T
1675635322.2811508,0,80122,0,GPS1_FRAME,42.336299896240234,-71.09041595458984,1.2000000476837158,0.0,4689232.5,327787.875,0.0,19,T
1675635323.2807195,0,80123,0,GPS1_FRAME,42.336299896240234,-71.09042358398438,1.2999999523162842,0.0,4689232.5,327787.3125,0.0,19,T
1675635324.2809446,0,80124,0,GPS1_FRAME,42.33629608154297,-71.09042358398438,1.2999999523162842,0.0,4689232.0,327786.90625,0.0,19,T
1675635325.2819223,0,80125,0,GPS1_FRAME,42.336299896240234,-71.0904312133789,1.2000000476837158,0.0,4689232.5,327786.34375,0.0,19,T
1675635326.2807584,0,80126,0,GPS1_FRAME,42.336299896240234,-71.09043884277344,1.2999999523162842,0.0,4689232.5,327785.65625,0.0,19,T
1675635327.2853613,0,80127,0,GPS1_FRAME,42.336299896240234,-71.09044647216797,1.2999999523162842,0.0,4689232.5,327784.84375,0.0,19,T
1675635328.2781959,0,80128,0,GPS1_FRAME,42.336299896240234,-71.09046173095703,1.2999999523162842,0.0,4689232.5,327784.15625,0.0,19,T
1675635329.2783194,0,80129,0,GPS1_FRAME,42.336299896240234,-71.09046936035156,1.2999999523162842,0.0,4689232.5,327783.34375,0.0,19,T
1675635330.28005,0,80130,0,GPS1_FRAME,42.33629608154297,-71.0904769897461,1.2000000476837158,0.0,4689232.5,327782.375,0.0,19,T
1675635331.2794073,0,80131,0,GPS1_FRAME,42.33629608154297,-71.09049224853516,1.2999999523162842,0.0,4689232.5,327781.53125,0.0,19,T
1675635332.2788596,0,80132,0,GPS1_FRAME,42.33629608154297,-71.09049987792969,1.2999999523162842,0.0,4689232.0,327780.71875,0.0,19,T
1675635333.2800457,0,80133,0,GPS1_FRAME,42.3362922668457,-71.09050750732422,1.2999999523162842,0.0,4689232.0,327779.875,0.0,19,T
1675635334.28061,0,80134,0,GPS1_FRAME,42.3362922668457,-71.09052276611328,1.2999999523162842,0.0,4689232.0,327779.0625,0.0,19,T
1675635335.2785091,0,80135,0,GPS1_FRAME,42.3362922668457,-71.09053039550781,1.2999999523162842,0.0,4689232.0,327778.09375,0.0,19,T
1675635336.2812772,0,80136,0,GPS1_FRAME,42.33629608154297,-71.09054565429688,1.2999999523162842,0.0,4689232.5,327777.15625,0.0,19,T
1675635337.281117,0,80137,0,GPS1_FRAME,42.33629608154297,-71.0905532836914,1.2999999523162842,0.0,4689232.5,327776.1875,0.0,19,T
1675635338.2796464,0,80138,0,GPS1_FRAME,42.33629608154297,-71.09056854248047,1.2999999523162842,0.0,4689232.5,327775.09375,0.0,19,T
1675635339.2796094,0,80139,0,GPS1_FRAME,42.33629608154297,-71.09058380126953,1.2999999523162842,0.0,4689232.5,327774.125,0.0,19,T
1675635340.280315,0,80140,0,GPS1_FRAME,42.33629608154297,-71.09059143066406,1.2999999523162842,0.0,4689232.5,327773.15625,0.0,19,T
1675635341.2789395,0,80141,0,GPS1_FRAME,42.336299896240234,-71.09060668945312,1.2999999523162842,0.0,4689233.0,327772.21875,0.0,19,T
1675635342.2785535,0,80142,0,GPS1_FRAME,42.336299896240234,-71.09061431884766,1.2999999523162842,0.0,4689233.0,327771.25,0.0,19,T
1675635343.301117,0,80143,0,GPS1_FRAME,42.336299896240234,-71.09062194824219,1.2999999523162842,0.0,4689233.0,327770.4375,0.0,19,T
1675635344.301612,0,80144,0,GPS1_FRAME,42.336299896240234,-71.09063720703125,1.2999999523162842,0.0,4689233.0,327769.625,0.0,19,T
1675635345.2782044,0,80145,0,GPS1_FRAME,42.3363037109375,-71.09064483642578,1.2999999523162842,0.0,4689233.5,327768.65625,0.0,19,T
1675635346.2792292,0,80146,0,GPS1_FRAME,42.3363037109375,-71.09066009521484,1.2999999523162842,0.0,4689233.5,327767.5625,0.0,19,T
1675635347.2792323,0,80147,0,GPS1_FRAME,42.3363037109375,-71.0906753540039,1.2999999523162842,0.0,4689233.5,327766.59375,0.0,19,T
1675635348.3016095,0,80148,0,GPS1_FRAME,42.336299896240234,-71.09068298339844,1.2999999523162842,0.0,4689233.5,327765.625,0.0,19,T
1675635349.301987,0,80149,0,GPS1_FRAME,42.3363037109375,-71.0906982421875,1.2999999523162842,0.0,4689233.5,327764.6875,0.0,19,T
1675635350.278282,0,80150,0,GPS1_FRAME,42.3363037109375,-71.09070587158203,1.2999999523162842,0.0,4689233.5,327763.71875,0.0,19,T
1675635351.301117,0,80151,0,GPS1_FRAME,42.3363037109375,-71.0907211303711,1.2999999523162842,0.0,4689234.0,327762.75,0.0,19,T
1675635352.2788234,0,80152,0,GPS1_FRAME,42.336307525634766,-71.09072875976562,1.2999999523162842,0.0,4689234.0,327761.65625,0.0,19,T
1675635353.2785947,0,80153,0,GPS1_FRAME,42.33631134033203,-71.09074401855469,1.2999999523162842,0.0,4689234.5,327760.71875,0.0,19,T
1675635354.2792354,0,80154,0,GPS1_FRAME,42.33631134033203,-71.09075927734375,1.2000000476837158,0.0,4689234.5,327759.625,0.0,19,T
